,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Race,Department,Education Level Updated
3605,28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Asian,Technology,Bachelor's Degree
3606,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Asian,Human Resources,Master's Degree
3607,45.0,Male,PhD,Director of HR,14.0,140000.0,Other,Human Resources,PhD
3608,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Hispanic,Technology,Bachelor's Degree
3609,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Hispanic,Human Resources,Master's Degree
3610,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Other,Human Resources,High School
3611,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,African American,Technology,Bachelor's Degree
3612,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,African American,Human Resources,Master's Degree
3613,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Other,Human Resources,Master's Degree
3614,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Asian,Technology,Master's Degree
3615,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Other,Human Resources,High School
3616,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Other,Human Resources,PhD
3617,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Asian,Technology,Bachelor's Degree
3618,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Asian,Human Resources,Master's Degree
3619,37.0,Male,PhD,Director of HR,11.0,115000.0,Other,Human Resources,PhD
3620,24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,Asian,Technology,Bachelor's Degree
3621,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,White,Human Resources,Master's Degree
3622,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,White,Human Resources,High School
3623,44.0,Female,PhD,Director of HR,13.0,135000.0,White,Human Resources,PhD
3624,28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,White,Technology,Bachelor's Degree
3625,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,African American,Human Resources,Master's Degree
3626,45.0,Male,PhD,Director of HR,14.0,140000.0,Other,Human Resources,PhD
3627,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Other,Technology,Bachelor's Degree
3628,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Hispanic,Human Resources,Master's Degree
3629,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Asian,Human Resources,High School
3630,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Hispanic,Technology,Bachelor's Degree
3631,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Other,Human Resources,Master's Degree
3632,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,African American,Human Resources,Master's Degree
3633,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Hispanic,Technology,Master's Degree
3634,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,African American,Human Resources,High School
3635,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Asian,Human Resources,PhD
3636,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Other,Technology,Bachelor's Degree
3637,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,African American,Human Resources,Master's Degree
3638,37.0,Male,PhD,Director of HR,11.0,115000.0,White,Human Resources,PhD
3639,28.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0,Other,Technology,Bachelor's Degree
3640,37.0,Female,Master's Degree,Marketing Manager,9.0,100000.0,Hispanic,Sales & Marketing,Master's Degree
3641,43.0,Male,PhD,Data Scientist,15.0,150000.0,African American,Technology,PhD
3642,31.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0,Asian,Human Resources,Bachelor's Degree
3643,24.0,Male,High School,Junior Sales Associate,1.0,30000.0,Other,Sales & Marketing,High School
3644,29.0,Female,Master's Degree,Software Developer,5.0,70000.0,Hispanic,Technology,Master's Degree
3645,35.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0,Other,Operations,Bachelor's Degree
3646,26.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0,Asian,Sales & Marketing,Master's Degree
3647,42.0,Male,PhD,Data Scientist,12.0,130000.0,White,Technology,PhD
3648,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Other,Human Resources,Bachelor's Degree
3649,27.0,Male,High School,Junior Sales Associate,2.0,35000.0,Other,Sales & Marketing,High School
3650,38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Other,Sales & Marketing,Master's Degree
3651,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Hispanic,Technology,Bachelor's Degree
3652,45.0,Male,PhD,Data Scientist,18.0,180000.0,Hispanic,Technology,PhD
3653,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Asian,Technology,Bachelor's Degree
3654,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Hispanic,Human Resources,Master's Degree
3655,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Other,Operations,Bachelor's Degree
3656,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,African American,Sales & Marketing,High School
3657,44.0,Male,PhD,Data Scientist,16.0,160000.0,Other,Technology,PhD
3658,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Other,Technology,Bachelor's Degree
3659,36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,Hispanic,Sales & Marketing,Master's Degree
3660,31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,African American,Operations,Bachelor's Degree
3661,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Asian,Human Resources,Master's Degree
3662,42.0,Male,PhD,Data Scientist,13.0,140000.0,Other,Technology,PhD
3663,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Other,Human Resources,Bachelor's Degree
3664,28.0,Male,High School,Junior Sales Associate,2.0,35000.0,Hispanic,Sales & Marketing,High School
3665,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Asian,Sales & Marketing,Master's Degree
3666,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,African American,Technology,Bachelor's Degree
3667,45.0,Male,PhD,Data Scientist,18.0,180000.0,Other,Technology,PhD
3668,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Hispanic,Technology,Bachelor's Degree
3669,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Other,Human Resources,Master's Degree
3670,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,White,Operations,Bachelor's Degree
3671,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,African American,Sales & Marketing,High School
3672,44.0,Male,PhD,Data Scientist,16.0,160000.0,African American,Technology,PhD
3673,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Asian,Technology,Bachelor's Degree
3674,36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,African American,Sales & Marketing,Master's Degree
3675,31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Hispanic,Operations,Bachelor's Degree
3676,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,African American,Human Resources,Master's Degree
3677,42.0,Male,PhD,Data Scientist,13.0,140000.0,Asian,Technology,PhD
3678,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Asian,Human Resources,Bachelor's Degree
3679,28.0,Male,High School,Junior Sales Associate,2.0,35000.0,Other,Sales & Marketing,High School
3680,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Asian,Sales & Marketing,Master's Degree
3681,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,White,Technology,Bachelor's Degree
3682,45.0,Male,PhD,Data Scientist,18.0,180000.0,Asian,Technology,PhD
3683,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Other,Technology,Bachelor's Degree
3684,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Asian,Human Resources,Master's Degree
3685,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,White,Operations,Bachelor's Degree
3686,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Asian,Sales & Marketing,High School
3687,44.0,Male,PhD,Data Scientist,16.0,160000.0,African American,Technology,PhD
3688,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Other,Technology,Bachelor's Degree
3689,36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,White,Sales & Marketing,Master's Degree
3690,31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Other,Operations,Bachelor's Degree
3691,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Hispanic,Human Resources,Master's Degree
3692,42.0,Male,PhD,Data Scientist,13.0,140000.0,African American,Technology,PhD
3693,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,African American,Human Resources,Bachelor's Degree
3694,28.0,Male,High School,Junior Sales Associate,2.0,35000.0,Hispanic,Sales & Marketing,High School
3695,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Asian,Sales & Marketing,Master's Degree
3696,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Hispanic,Technology,Bachelor's Degree
3697,45.0,Male,PhD,Data Scientist,18.0,180000.0,African American,Technology,PhD
3698,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,White,Technology,Bachelor's Degree
3699,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,African American,Human Resources,Master's Degree
3700,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,African American,Operations,Bachelor's Degree
3701,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Other,Sales & Marketing,High School
3702,44.0,Male,PhD,Data Scientist,16.0,160000.0,Hispanic,Technology,PhD
3703,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Hispanic,Technology,Bachelor's Degree
3704,36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,Asian,Sales & Marketing,Master's Degree
3705,31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Asian,Operations,Bachelor's Degree
3706,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,African American,Human Resources,Master's Degree
3707,42.0,Male,PhD,Data Scientist,13.0,140000.0,African American,Technology,PhD
3708,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Other,Human Resources,Bachelor's Degree
3709,28.0,Male,High School,Junior Sales Associate,2.0,35000.0,Asian,Sales & Marketing,High School
3710,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,White,Sales & Marketing,Master's Degree
3711,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,White,Technology,Bachelor's Degree
3712,45.0,Male,PhD,Data Scientist,18.0,180000.0,White,Technology,PhD
3713,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,African American,Technology,Bachelor's Degree
3714,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,African American,Human Resources,Master's Degree
3715,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Asian,Operations,Bachelor's Degree
3716,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Asian,Sales & Marketing,High School
3717,44.0,Male,PhD,Data Scientist,16.0,160000.0,Asian,Technology,PhD
3718,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Hispanic,Technology,Bachelor's Degree
3719,36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,African American,Sales & Marketing,Master's Degree
3720,31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Asian,Operations,Bachelor's Degree
3721,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,White,Human Resources,Master's Degree
3722,42.0,Male,PhD,Data Scientist,13.0,140000.0,Other,Technology,PhD
3723,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Hispanic,Human Resources,Bachelor's Degree
3724,28.0,Male,High School,Junior Sales Associate,2.0,35000.0,Hispanic,Sales & Marketing,High School
3725,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,White,Sales & Marketing,Master's Degree
3726,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,White,Technology,Bachelor's Degree
3727,45.0,Male,PhD,Data Scientist,18.0,180000.0,Hispanic,Technology,PhD
3728,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,White,Technology,Bachelor's Degree
3729,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Asian,Human Resources,Master's Degree
3730,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Other,Operations,Bachelor's Degree
3731,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Other,Sales & Marketing,High School
3732,44.0,Male,PhD,Data Scientist,16.0,160000.0,White,Technology,PhD
3733,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Hispanic,Technology,Bachelor's Degree
3734,36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,Hispanic,Sales & Marketing,Master's Degree
3735,31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Hispanic,Operations,Bachelor's Degree
3736,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Other,Human Resources,Master's Degree
3737,42.0,Male,PhD,Data Scientist,13.0,140000.0,Hispanic,Technology,PhD
3738,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Asian,Human Resources,Bachelor's Degree
3739,28.0,Male,High School,Junior Sales Associate,2.0,35000.0,African American,Sales & Marketing,High School
3740,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,White,Sales & Marketing,Master's Degree
3741,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Other,Technology,Bachelor's Degree
3742,45.0,Male,PhD,Data Scientist,18.0,180000.0,Other,Technology,PhD
3743,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Hispanic,Technology,Bachelor's Degree
3744,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Other,Human Resources,Master's Degree
3745,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,African American,Operations,Bachelor's Degree
3746,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Hispanic,Sales & Marketing,High School
3747,44.0,Male,PhD,Data Scientist,16.0,160000.0,Other,Technology,PhD
3748,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,White,Technology,Bachelor's Degree
3749,36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,African American,Sales & Marketing,Master's Degree
3750,31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Other,Operations,Bachelor's Degree
3751,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,White,Human Resources,Master's Degree
3752,42.0,Male,PhD,Data Scientist,13.0,140000.0,African American,Technology,PhD
3753,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,White,Human Resources,Bachelor's Degree
3754,28.0,Male,High School,Junior Sales Associate,2.0,35000.0,White,Sales & Marketing,High School
3755,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Hispanic,Sales & Marketing,Master's Degree
3756,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,African American,Technology,Bachelor's Degree
3757,45.0,Male,PhD,Data Scientist,18.0,180000.0,Other,Technology,PhD
3758,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Other,Technology,Bachelor's Degree
3759,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Hispanic,Human Resources,Master's Degree
3760,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Other,Operations,Bachelor's Degree
3761,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,White,Sales & Marketing,High School
3762,44.0,Male,PhD,Data Scientist,16.0,160000.0,African American,Technology,PhD
3763,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,White,Technology,Bachelor's Degree
3764,27.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0,Hispanic,Technology,Bachelor's Degree
3765,38.0,Female,Master's Degree,Marketing Manager,9.0,100000.0,Hispanic,Sales & Marketing,Master's Degree
3766,44.0,Male,PhD,Data Scientist,15.0,150000.0,Other,Technology,PhD
3767,30.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0,African American,Human Resources,Bachelor's Degree
3768,23.0,Male,High School,Junior Sales Associate,1.0,30000.0,Asian,Sales & Marketing,High School
3769,28.0,Female,Master's Degree,Software Developer,5.0,70000.0,Hispanic,Technology,Master's Degree
3770,34.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0,African American,Operations,Bachelor's Degree
3771,25.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0,White,Sales & Marketing,Master's Degree
3772,41.0,Male,PhD,Data Scientist,12.0,130000.0,African American,Technology,PhD
3773,33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Other,Human Resources,Bachelor's Degree
3774,26.0,Male,High School,Junior Sales Associate,2.0,35000.0,African American,Sales & Marketing,High School
3775,37.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Asian,Sales & Marketing,Master's Degree
3776,29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,White,Technology,Bachelor's Degree
3777,46.0,Male,PhD,Data Scientist,18.0,180000.0,White,Technology,PhD
3778,26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Asian,Technology,Bachelor's Degree
3779,39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,White,Human Resources,Master's Degree
